"TimeUTC","timestampInMs","requestPath","requestMethod","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId"
"2025-02-07 20:57:22",1738961842646,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/cart","GET",307,"lmp9q-1738961842633-115e6265f115","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842646,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/wishlist","GET",307,"59ctd-1738961842633-40ad2bc0396c","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842645,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/contact","GET",307,"h84s6-1738961842632-34a6b4bb3d7b","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842642,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/blog","GET",307,"8jksg-1738961842629-87952104728b","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842596,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/shop","GET",307,"kdw42-1738961842584-a8bcda24ac00","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842281,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/contact","GET",307,"xh7sd-1738961842276-27f0a75fbdc1","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842280,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/cart","GET",307,"7d2pm-1738961842278-917de4771e90","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842279,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/blog","GET",307,"79xl5-1738961842276-f51481cb9c1b","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842279,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/wishlist","GET",307,"b5fnn-1738961842276-4d331dd48f4a","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:22",1738961842274,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/shop","GET",307,"26svb-1738961842270-437ba5e6efb8","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841773,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",200,"bc9tt-1738961841761-ecb052fa870f","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841701,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",-1,"2pfpx-1738961841336-6d36ec01c7d0","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841352,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",307,"2pfpx-1738961841336-6d36ec01c7d0","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841306,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/cart","GET",-1,"4674w-1738961841193-1f063fb0ae76","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841302,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",200,"79xl5-1738961841297-5d48ed085341","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841207,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/cart","GET",307,"4674w-1738961841193-1f063fb0ae76","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841206,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/wishlist","GET",307,"gxqg7-1738961841193-34114308ef53","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841205,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/contact","GET",307,"w7x4d-1738961841193-5360b4f31e06","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841204,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/blog","GET",307,"kdw42-1738961841192-9f40be6b7d61","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841182,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",307,"jhbj8-1738961841177-a526e7f88f41","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841157,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/shop","GET",307,"98qrk-1738961841144-1e86dfc1ad30","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:21",1738961841050,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",307,"bc9tt-1738961841032-4026dab3414a","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:20",1738961840870,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/wishlist","GET",-1,"9ndcd-1738961840725-ca5ac7b8bfb0","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:20",1738961840809,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/","GET",307,"79xl5-1738961840795-46f40c92d4f6","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:20",1738961840745,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/shop","GET",307,"pwrcf-1738961840722-3d91b7d09b74","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:20",1738961840734,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/cart","GET",307,"7d2pm-1738961840726-c94ae0aebb2e","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:20",1738961840731,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/wishlist","GET",307,"9ndcd-1738961840725-ca5ac7b8bfb0","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
"2025-02-07 20:57:20",1738961840727,"hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app/contact","GET",307,"54wbq-1738961840725-ba5a547abe53","vercel-screenshot/1.0","info","production","main","MISS","edge-middleware","/src/middleware","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","hackathon-uiux-14-hutcveeca-mzakriyas-projects.vercel.app","dpl_4xZVbwXeAP9drwEzdrmRtf7yxcxp",-1,"sfo1",-1,-1,"","prj_GWFYNJDlHBVicU4wCw1gAa9njLZX"
